idx|chapter|sec|no|content|lang
2487|41|49|49|約瑟積蓄五穀甚多，如同海邊的沙，無法計算，因為穀不可勝數。|zh
2488|41|49|49|So he got together a store of grain like the sand of the sea; so great a store that after a time he gave up measuring it, for it might not be measured.|en
2489|41|50|50|荒年未到以前，安城的祭司波提非拉的女兒亞西納給約瑟生了兩個兒子。|zh
2490|41|50|50|And before the time of need, Joseph had two sons, to whom Asenath, the daughter of Poti-phera, priest of On, gave birth.|en
2491|41|51|51|約瑟給長子起名叫瑪拿西(就是使之忘了的意思)，因為他說：神使我忘了一切的困苦和我父的全家。|zh
2492|41|51|51|And to the first he gave the name Manasseh, for he said, God has taken away from me all memory of my hard life and of my father's house.|en
2493|41|52|52|他給次子起名叫以法蓮(就是使之昌盛的意思)，因為他說：神使我在受苦的地方昌盛。|zh
2494|41|52|52|And to the second he gave the name Ephraim, for he said, God has given me fruit in the land of my sorrow.|en
2495|41|53|53|埃及地的七個豐年一完，|zh
2496|41|53|53|And so the seven good years in Egypt came to an end.|en
2497|41|54|54|七個荒年就來了。正如約瑟所說的，各地都有饑荒；惟獨埃及全地有糧食。|zh
2498|41|54|54|Then came the first of the seven years of need as Joseph had said: and in every other land they were short of food; but in the land of Egypt there was bread.|en
2499|41|55|55|及至埃及全地有了饑荒，眾民向法老哀求糧食，法老對他們說：你們往約瑟那裡去，凡他所說的，你們都要做。|zh
2500|41|55|55|And when all the land of Egypt was in need of food, the people came crying to Pharaoh for bread; and Pharaoh said to the people, Go to Joseph, and whatever he says to you, do it.|en
2501|41|56|56|當時饑荒遍滿天下，約瑟開了各處的倉，糶糧給埃及人；在埃及地饑荒甚大。|zh
2502|41|56|56|And everywhere on the earth they were short of food; then Joseph, opening all his store-houses, gave the people of Egypt grain for money; so great was the need of food in the land of Egypt.|en
2503|41|57|57|各地的人都往埃及去，到約瑟那裡糴糧，因為天下的饑荒甚大。|zh
2504|41|57|57|And all lands sent to Egypt, to Joseph, to get grain, for the need was great over all the earth.|en
2505|42|1|1|雅各見埃及有糧，就對兒子們說：你們為甚麼彼此觀望呢？|zh
2506|42|1|1|Now Jacob, hearing that there was grain in Egypt, said to his sons, Why are you looking at one another?|en
2507|42|2|2|我聽見埃及有糧，你們可以下去，從那裡為我們糴些來，使我們可以存活，不至於死。|zh
2508|42|2|2|And he said, I have had news that there is grain in Egypt: go down there and get grain for us, so that life and not death may be ours.|en
2509|42|3|3|於是，約瑟的十個哥哥都下埃及糴糧去了。|zh
2510|42|3|3|So Joseph's ten brothers went down to get grain from Egypt.|en
2511|42|4|4|但約瑟的兄弟便雅憫，雅各沒有打發他和哥哥們同去，因為雅各說：恐怕他遭害。|zh
2512|42|4|4|But Jacob did not send Benjamin, Joseph's brother, with them, for fear, as he said, that some evil might come to him.|en
2513|42|5|5|來糴糧的人中有以色列的兒子們，因為迦南地也有饑荒。|zh
2514|42|5|5|And the sons of Israel came with all the others to get grain: for they were very short of food in the land of Canaan.|en
2515|42|6|6|當時治理埃及地的是約瑟；糶糧給那地眾民的就是他。約瑟的哥哥們來了，臉伏於地，向他下拜。|zh
2516|42|6|6|Now Joseph was ruler over all the land, and it was he who gave out the grain to all the people of the land; and Joseph's brothers came before him and went down on their faces to the earth.|en
2517|42|7|7|約瑟看見他哥哥們，就認得他們，卻裝作生人，向他們說些嚴厲話，問他們說：你們從那裡來？他們說：我們從迦南地來糴糧。|zh
2518|42|7|7|And when Joseph saw his brothers, it was clear to him who they were, but he made himself strange to them, and talking roughly to them, said, Where do you come from? And they said, From the land of Canaan, to get food.|en
2519|42|8|8|約瑟認得他哥哥們，他們卻不認得他。|zh
2520|42|8|8|Now though Joseph saw that these were his brothers, they had no idea who he was.|en
2521|42|9|9|約瑟想起從前所做的那兩個夢，就對他們說：你們是奸細，來窺探這地的虛實。|zh
2522|42|9|9|Then the memory of his dreams about them came back to Joseph, and he said to them, You have come secretly to see how poor the land is.|en
2523|42|10|10|他們對他說：我主阿，不是的。僕人們是糴糧來的。|zh
2524|42|10|10|And they said to him, Not so, my lord: your servants have come with money to get food.|en
2525|42|11|11|我們都是一個人的兒子，是誠實人；僕人們並不是奸細。|zh
2526|42|11|11|We are all one man's sons, we are true men; we have not come with any secret purpose.|en
2527|42|12|12|約瑟說：不然，你們必是窺探這地的虛實來的。|zh
2528|42|12|12|And he said to them, No, but you have come to see how poor the land is.|en
2529|42|13|13|他們說：僕人們本是弟兄十二人，是迦南地一個人的兒子，頂小的現今在我們的父親那裡，有一個沒有了。|zh
2530|42|13|13|Then they said, We your servants are twelve brothers, sons of one man in the land of Canaan; the youngest of us is now with our father, and one is dead.|en
2531|42|14|14|約瑟說：我才說你們是奸細，這話實在不錯。|zh
2532|42|14|14|And Joseph said, It is as I said; you have come with some secret purpose;|en
2533|42|15|15|我指著法老的性命起誓，若是你們的小兄弟不到這裡，你們就不得出這地方，從此就可以把你們證驗出來了。|zh
2534|42|15|15|But in this way will you be put to the test: by the life of Pharaoh, you will not go away from this place till your youngest brother comes here.|en
2535|42|16|16|須要打發你們中間一個人去，把你們的兄弟帶來。至於你們，都要囚在這裡，好證驗你們的話真不真，若不真，我指著法老的性命起誓，你們一定是奸細。|zh
2536|42|16|16|Send one of your number to get your brother, and the rest of you will be kept in prison, so that your words may be tested to see if you are true; if not, by the life of Pharaoh, your purpose is certainly secret.|en
2537|42|17|17|於是約瑟把他們都下在監裡三天。|zh
2538|42|17|17|So he put them in prison for three days.|en
2539|42|18|18|到了第三天，約瑟對他們說：我是敬畏神的；你們照我的話行就可以存活。|zh
2540|42|18|18|And on the third day Joseph said to them, Do this, if you would keep your lives: for I am a god-fearing man:|en
2541|42|19|19|你們如果是誠實人，可以留你們中間的一個人囚在監裡，但你們可以帶著糧食回去，救你們家裡的饑荒。|zh
2542|42|19|19|If you are true men, let one of you be kept in prison, while you go and take grain for the needs of your families;|en
2543|42|20|20|把你們的小兄弟帶到我這裡來，如此，你們的話便有證據，你們也不至於死。他們就照樣而行。|zh
2544|42|20|20|And come back to me with your youngest brother, so that your words may be seen to be true, and you will not be put to death. This is what you are to do.|en
2545|42|21|21|他們彼此說：我們在兄弟身上實在有罪。他哀求我們的時候，我們見他心裡的愁苦，卻不肯聽，所以這場苦難臨到我們身上。|zh
2546|42|21|21|And they said to one another, Truly, we did wrong to our brother, for we saw his grief of mind, and we did not give ear to his prayers; that is why this trouble has come on us.|en
2547|42|22|22|流便說：我豈不是對你們說過，不可傷害那孩子麼？只是你們不肯聽，所以流他血的罪向我們追討。|zh
2548|42|22|22|And Reuben said to them, Did I not say to you, Do the child no wrong? but you gave no attention; so now, punishment has come on us for his blood.|en
2549|42|23|23|他們不知道約瑟聽得出來，因為在他們中間用通事傳話。|zh
2550|42|23|23|They were not conscious that the sense of their words was clear to Joseph, for he had been talking to them through one who had knowledge of their language.|en
2551|42|24|24|約瑟轉身退去，哭了一場，又回來對他們說話，就從他們中間挑出西緬來，在他們眼前把他捆綁。|zh
2552|42|24|24|And turning away from them, he was overcome with weeping; then he went on talking to them again and took Simeon and put chains on him before their eyes.|en
2553|42|25|25|約瑟吩咐人把糧食裝滿他們的器具，把各人的銀子歸還在各人的口袋裡，又給他們路上用的食物，人就照他的話辦了。|zh
2554|42|25|25|Then Joseph gave orders for their bags to be made full of grain, and for every man's money to be put back into his bag, and for food to be given them for the journey: which was done.|en
2555|42|26|26|他們就把糧食馱在驢上，離開那裡去了。|zh
2556|42|26|26|Then they put the bags of grain on their asses and went away.|en
2557|42|27|27|到了住宿的地方，他們中間有一個人打開口袋，要拿料餵驢，才看見自己的銀子仍在口袋裡，|zh
2558|42|27|27|Now at their night's resting-place one of them, opening his bag to give his ass some food, saw his money in the mouth of the bag.|en
2559|42|28|28|就對弟兄們說：我的銀子歸還了，看哪，仍在我口袋裡！他們就提心吊膽，戰戰兢兢的彼此說：這是神向我們做甚麼呢？|zh
2560|42|28|28|And he said to his brothers, My money has been given back: it is in my bag; then their hearts became full of fear, and turning to one another they said, What is this which God has done to us?|en
2561|42|29|29|他們來到迦南地、他們的父親雅各那裡，將所遭遇的事都告訴他，說：|zh
2562|42|29|29|So when they came to Jacob their father, in the land of Canaan, they gave him an account of all their experiences, saying,|en
2563|42|30|30|那地的主對我們說嚴厲的話，把我們當作窺探那地的奸細。|zh
2564|42|30|30|The man who is the ruler of the country was rough with us and put us in prison, saying that we had come with a secret evil purpose.|en
2565|42|31|31|我們對他說：我們是誠實人，並不是奸細。|zh
2566|42|31|31|And we said to him, We are true men, we have no evil designs;|en
2567|42|32|32|我們本是弟兄十二人，都是一個父親的兒子，有一個沒有了，頂小的如今同我們的父親在迦南地。|zh
2568|42|32|32|We are twelve brothers, sons of our father; one is dead, and the youngest is now with our father in the land of Canaan.|en
2569|42|33|33|那地的主對我們說：若要我知道你們是誠實人，可以留下你們中間的一個人在我這裡，你們可以帶著糧食回去，救你們家裡的饑荒。|zh
2570|42|33|33|And the ruler of the land said, In this way I may be certain that you are true men; let one of you be kept here with me, while you go and take grain for the needs of your families;|en
2571|42|34|34|把你們的小兄弟帶到我這裡來，我便知道你們不是奸細，乃是誠實人。這樣，我就把你們的弟兄交給你們，你們也可以在這地做買賣。|zh
2572|42|34|34|And come back to me with your youngest brother: then I will be certain that you are true men, and I will give your brother back to you and let you do trade in the land.|en
2573|42|35|35|後來他們倒口袋，不料，各人的銀包都在口袋裡；他們和父親看見銀包就都害怕。|zh
2574|42|35|35|And when they took the grain out of their bags, it was seen that every man's parcel of money was in his bag; and when they and their father saw the money, they were full of fear.|en
2575|42|36|36|他們的父親雅各對他們說：你們使我喪失我的兒子：約瑟沒有了，西緬也沒有了，你們又要將便雅憫帶去；這些事都歸到我身上了。|zh
2576|42|36|36|And Jacob their father said to them, You have taken my children from me: Joseph is gone and Simeon is gone, and now you would take Benjamin away; all these things have come on me.|en
2577|42|37|37|流便對他父親說：我若不帶他回來交給你，你可以殺我的兩個兒子。只管把他交在我手裡，我必帶他回來交給你。|zh
2578|42|37|37|And Reuben said, Put my two sons to death if I do not come back to you with him; let him be in my care and I will give him safely back to you.|en
2579|42|38|38|雅各說：我的兒子不可與你們一同下去；他哥哥死了，只剩下他，他若在你們所行的路上遭害，那便是你們使我白髮蒼蒼、悲悲慘慘的下陰間去了。|zh
2580|42|38|38|And he said, I will not let my son go down with you; for his brother is dead and he is all I have: if evil overtakes him on the journey, then through you will my grey head go down to the underworld in sorrow.|en
2581|43|1|1|那地的饑荒甚大。|zh
2582|43|1|1|Now the land was in bitter need of food.|en
2583|43|2|2|他們從埃及帶來的糧食吃盡了，他們的父親就對他們說：『你們再去給我糴些糧來。』|zh
2584|43|2|2|And when the grain which they had got in Egypt was all used up, their father said to them, Go again and get us a little food.|en
2585|43|3|3|猶大對他說：『那人諄諄地告誡我們說：「你們的兄弟若不與你們同來，你們就不得見我的面。」|zh
2586|43|3|3|And Judah said to him, The man said to us with an oath, You are not to come before me again without your brother.|en
2587|43|4|4|你若打發我們的兄弟與我們同去，我們就下去給你糴糧；|zh
2588|43|4|4|If you will let our brother go with us, we will go down and get food:|en
2589|43|5|5|你若不打發他去，我們就不下去，因為那人對我們說：「你們的兄弟若不與你們同來，你們就不得見我的面。」』|zh
2590|43|5|5|But if you will not send him, we will not go down: for the man said to us, You are not to come before me if your brother is not with you.|en
2591|43|6|6|以色列說：『你們為什麼這樣害我，告訴那人你們還有兄弟呢？』|zh
2592|43|6|6|And Israel said, Why were you so cruel to me as to say to him that you had a brother?|en
2593|43|7|7|他們回答說：『那人詳細問到我們和我們的親屬，說：「你們的父親還在嗎？你們還有兄弟嗎？」我們就按著他所問的告訴他，焉能知道他要說「必須把你們的兄弟帶下來」呢？』|zh
2594|43|7|7|And they said, The man put a number of questions to us about ourselves and our family, saying, Is your father still living? have you another brother? And we had to give him answers; how were we to have any idea that he would say, Come back with your brother?|en
2595|43|8|8|猶大又對他父親以色列說：『你打發童子與我同去，我們就起身下去，好叫我們和你，並我們的婦人孩子，都得存活，不至於死。|zh
2596|43|8|8|Then Judah said to Israel, his father, Send the boy with me, and let us be up and going, so that we and you and our little ones may not come to destruction.|en
2597|43|9|9|我為他作保；你可以從我手中追討，我若不帶他回來交在你面前，我情願永遠擔罪。|zh
2598|43|9|9|Put him into my care and make me responsible for him: if I do not give him safely back to you, let mine be the sin for ever.|en
2599|43|10|10|我們若沒有耽擱，如今第二次都回來了。』|zh
2600|43|10|10|Truly, if we had not let the time go by, we might have come back again by now.|en
2601|43|11|11|他們的父親以色列說：『若必須如此，你們就當這樣行：可以將這地土產中最好的乳香、蜂蜜、香料、沒藥、榧子、杏仁都取一點，收在器具裡，帶下去送給那人作禮物，|zh
2602|43|11|11|Then their father Israel said to them, If it has to be so, then do this: take of the best fruits of the land in your vessels to give the man, perfumes and honey and spices and nuts:|en
2603|43|12|12|又要手裡加倍地帶銀子，並將歸還在你們口袋內的銀子仍帶在手裡；那或者是錯了。|zh
2604|43|12|12|And take twice as much money with you; that is to say, take back the money which was put in your bags, for it may have been an error;|en
2605|43|13|13|也帶著你們的兄弟，起身去見那人。|zh
2606|43|13|13|And take your brother and go back to the man:|en
2607|43|14|14|但願全能的神使你們在那人面前蒙憐憫，釋放你們的那弟兄和便雅憫回來。我若喪了兒子，就喪了吧!』|zh
2608|43|14|14|And may God, the Ruler of all, give you mercy before the man, so that he may give you back your other brother and Benjamin. If my children are to be taken from me; there is no help for it.|en
2609|43|15|15|於是，他們拿著那禮物，又手裡加倍地帶銀子，並且帶著便雅憫，起身下到埃及，站在約瑟面前。|zh
2610|43|15|15|So they took what their father said for the man, and twice as much money in their hands, and Benjamin, and went on their journey to Egypt, and came before Joseph.|en
2611|43|16|16|約瑟見便雅憫和他們同來，就對家宰說：『將這些人領到屋裡。要宰殺牲畜，預備筵席，因為晌午這些人同我吃飯。』|zh
2612|43|16|16|And when Joseph saw Benjamin, he said to his chief servant, Take these men into my house, and make ready a meal, for they will take food with me in the middle of the day.|en
2613|43|17|17|家宰就遵著約瑟的命去行，領他們進約瑟的屋裡。|zh
2614|43|17|17|And the servant did as Joseph said, and took the men into Joseph's house.|en
2615|43|18|18|他們因為被領到約瑟的屋裡，就害怕，說：『領我們到這裡來，必是因為頭次歸還在我們口袋裡的銀子，找我們的錯縫，下手害我們，強取我們為奴僕，搶奪我們的驢。』|zh
2616|43|18|18|Now the men were full of fear because they had been taken into Joseph's house and they said, It is because of the money which was put back in our bags the first time; he is looking for something against us, so that he may come down on us and take us and our asses for his use.|en
2617|43|19|19|他們就挨近約瑟的家宰，在屋門口和他說話，|zh
2618|43|19|19|So they went up to Joseph's chief servant at the door of the house,|en
2619|43|20|20|說：『我主啊，我們頭次下來實在是要糴糧。|zh
2620|43|20|20|And said, O my lord, we only came down the first time to get food;|en
2621|43|21|21|後來到了住宿的地方，我們打開口袋，不料，各人的銀子，分量足數，仍在各人的口袋內，現在我們手裡又帶回來了。|zh
2622|43|21|21|And when we came to our night's resting-place, on opening our bags we saw that every man's money was in the mouth of his bag, all our money in full weight: and we have it with us to give it back;|en
2623|43|22|22|另外又帶下銀子來糴糧。不知道先前誰把銀子放在我們的口袋裡。』|zh
2624|43|22|22|As well as more money, with which to get food: we have no idea who put our money in our bags.|en
2625|43|23|23|家宰說：『你們可以放心，不要害怕，是你們的神和你們父親的　神賜給你們財寶在你們的口袋裡；你們的銀子，我早已收了。』他就把西緬帶出來，交給他們。|zh
2626|43|23|23|Then the servant said, Peace be with you: have no fear: your God, even the God of your father, has put wealth in your bags for you: I had your money. Then he let Simeon come out to them.|en
2627|43|24|24|家宰就領他們進約瑟的屋裡，給他們水洗腳，又給他們草料餵驢。|zh
2628|43|24|24|And the servant took them into Joseph's house, and gave them water for washing their feet; and he gave their asses food.|en
2629|43|25|25|他們就預備那禮物，等候約瑟晌午來，因為他們聽見要在那裡吃飯。|zh
2630|43|25|25|And they got ready the things for Joseph before he came in the middle of the day: for word was given to them that they were to have a meal there.|en
2631|43|26|26|約瑟來到家裡，他們就把手中的禮物拿進屋去給他，又俯伏在地，向他下拜。|zh
2632|43|26|26|And when Joseph came in, they gave him the things which they had for him, and went down to the earth before him.|en
2633|43|27|27|約瑟問他們好，又問：『你們的父親─就是你們所說的那老人家平安嗎？他還在嗎？』|zh
2634|43|27|27|And he said, How are you? is your father well, the old man of whom you were talking to me? is he still living?|en
2635|43|28|28|他們回答說：『你僕人─我們的父親平安；他還在。』於是他們低頭下拜。|zh
2636|43|28|28|And they said, Your servant, our father, is well, he is still living. And they went down on their faces before him.|en
2637|43|29|29|約瑟舉目看見他同母的兄弟便雅憫，就說：『你們向我所說那頂小的兄弟就是這位嗎？』又說：『小兒啊，願神賜恩給你!』|zh
2638|43|29|29|Then, lifting up his eyes, he saw Benjamin, his brother, his mother's son, and he said, Is this your youngest brother of whom you gave me word? And he said, God be good to you, my son.|en
2639|43|30|30|約瑟愛弟之情發動，就急忙尋找可哭之地，進入自己的屋裡，哭了一場。|zh
2640|43|30|30|Then Joseph's heart went out to his brother, and he went quickly into his room, for he was overcome with weeping.|en
2641|43|31|31|他洗了臉出來，勉強隱忍，吩咐人擺飯。|zh
2642|43|31|31|Then, after washing his face, he came out, and controlling his feelings said, Put food before us.|en
2643|43|32|32|他們就為約瑟單擺了一席，為那些人又擺了一席，也為和約瑟同吃飯的埃及人另擺了一席，因為埃及人不可和希伯來人一同吃飯；那原是埃及人所厭惡的。|zh
2644|43|32|32|And they put a meal ready for him by himself, and for them by themselves, and for the Egyptians who were with him by themselves; because the Egyptians may not take food with the Hebrews, for that would make them unclean.|en
2645|43|33|33|約瑟使眾弟兄在他面前排列坐席，都按著長幼的次序，眾弟兄就彼此詫異。|zh
2646|43|33|33|And they were all given their seats before him in order of birth, from the oldest to the youngest: so that they were looking at one another in wonder.|en
2647|43|34|34|約瑟把他面前的食物分出來，送給他們；但便雅憫所得的比別人多五倍。他們就飲酒，和約瑟一同宴樂。|zh
2648|43|34|34|And Joseph sent food to them from his table, but he sent five times as much to Benjamin as to any of the others. And they took wine freely with him.|en
2649|44|1|1|約瑟吩咐家宰說：『把糧食裝滿這些人的口袋，儘著他們的驢所能馱的，又把各人的銀子放在各人的口袋裡，|zh
2650|44|1|1|Then he gave orders to the servant who was over his house, saying, Put as much food into the men's bags as will go into them, and put every man's money in the mouth of his bag;|en
2651|44|2|2|並將我的銀杯和那少年人糴糧的銀子一同裝在他的口袋裡。』家宰就照約瑟所說的話行了；|zh
2652|44|2|2|And put my cup, my silver cup, in the youngest one's bag, with his money. So he did as Joseph said.|en
2653|44|3|3|天一亮就打發那些人帶著驢走了。|zh
2654|44|3|3|And at dawn the men, with their asses, were sent away.|en
2655|44|4|4|他們出城走了不遠，約瑟對家宰說：『起來，追那些人去，追上了就對他們說：「你們為甚麼以惡報善呢？|zh
2656|44|4|4|And when they had gone only a little way out of the town, Joseph said to the servant who was over his house, Go after them; and when you overtake them, say to them, Why have you done evil in reward for good?|en
2657|44|5|5|這不是我主人飲酒的杯嗎？豈不是他占卜用的嗎？你們這樣行是作惡了。」』|zh
2658|44|5|5|Is not this the cup from which my lord takes wine and by which he gets knowledge of the future? Truly, you have done evil.|en
2659|44|6|6|家宰追上他們，將這些話對他們說了。|zh
2660|44|6|6|So he overtook them and said these words to them.|en
2661|44|7|7|他們回答說：『我主為甚麼說這樣的話呢？你僕人斷不能作這樣的事。|zh
2662|44|7|7|And they said to him, Why does my lord say such words as these? far be it from your servants to do such a thing:|en
2663|44|8|8|你看，我們從前在口袋裡所見的銀子，尚且從迦南地帶來還你，我們怎能從你主人家裡偷竊金銀呢？|zh
2664|44|8|8|See, the money which was in the mouth of our bags we gave back to you when we came again from Canaan: how then might we take silver or gold from your lord's house?|en
2665|44|9|9|你僕人中無論在誰那裡搜出來，就叫他死，我們也作我主的奴僕。』|zh
2666|44|9|9|If it comes to light that any of your servants has done this, let him be put to death, and we will be your lord's servants.|en
2667|44|10|10|家宰說：『現在就照你們的話行吧!在誰那裡搜出來，誰就作我的奴僕；其餘的都沒有罪。』|zh
2668|44|10|10|And he said, Let it be as you say: he in whose bag it is seen will become my servant; and you will not be responsible.|en
2669|44|11|11|於是他們各人急忙把口袋卸在地下，各人打開口袋。|zh
2670|44|11|11|Then every man quickly got his bag down and undid it.|en
2671|44|12|12|家宰就搜查，從年長的起到年幼的為止，那杯竟在便雅憫的口袋裡搜出來。|zh
2672|44|12|12|And he made a search, starting with the oldest and ending with the youngest; and the cup was in Benjamin's bag.|en
2673|44|13|13|他們就撕裂衣服，各人把馱子抬在驢上，回城去了。|zh
2674|44|13|13|Then in bitter grief they put the bags on the asses again and went back to the town.|en
2675|44|14|14|猶大和他弟兄們來到約瑟的屋中，約瑟還在那裡，他們就在他面前俯伏於地。|zh
2676|44|14|14|So Judah and his brothers came to Joseph's house; and he was still there: and they went down on their faces before him.|en
2677|44|15|15|約瑟對他們說：『你們作的是甚麼事呢？你們豈不知像我這樣的人必能占卜嗎？』|zh
2678|44|15|15|And Joseph said, What is this thing which you have done? had you no thought that such a man as I would have power to see what is secret?|en
2679|44|16|16|猶大說：『我們對我主說甚麼呢？還有甚麼話可說呢？我們怎能自己表白出來呢？神已經查出僕人的罪孽了。我們與那在他手中搜出杯來的都是我主的奴僕。|zh
2680|44|16|16|And Judah said, What are we to say to my lord? how may we put ourselves right in his eyes? God has made clear the sin of your servants: now we are in your hands, we and the man in whose bag your cup was seen.|en
2681|44|17|17|約瑟說：『我斷不能這樣行!在誰的手中搜出杯來，誰就作我的奴僕；至於你們，可以平平安安地上你們父親那裡去。』|zh
2682|44|17|17|Then he said, Far be it from me to do so: but the man who had my cup will be my servant; and you may go back to your father in peace.|en
2683|44|18|18|猶大挨近他，說：『我主啊，求你容僕人說一句話給我主聽，不要向僕人發烈怒，因為你如同法老一樣。|zh
2684|44|18|18|Then Judah came near him, and said, Let your servant say a word in my lord's ears, and let not your wrath be burning against your servant: for you are in the place of Pharaoh to us.|en
2685|44|19|19|我主曾問僕人們說：「你們有父親有兄弟沒有？」|zh
2686|44|19|19|My lord said to his servants, Have you a father or a brother?|en
2687|44|20|20|我們對我主說：「我們有父親，已經年老，還有他老年所生的一個小孩子。他哥哥死了，他母親只撇下他一人，他父親疼愛他。」|zh
2688|44|20|20|And we said to my lord, We have an old father and a young child, whom he had when he was old; his brother is dead and he is the only son of his mother, and is very dear to his father.|en
2689|44|21|21|你對僕人說：「把他帶到我這裡來，叫我親眼看看他。」|zh
2690|44|21|21|And you said to your servants, Let him come down to me with you, so that I may see him.|en
2691|44|22|22|我們對我主說：童子不能離開他父親，若是離開，他父親必死。|zh
2692|44|22|22|And we said to my lord, His father will not let him go; for if he went away his father would come to his death.|en
2693|44|23|23|你對僕人說：你們的小兄弟若不與你們一同下來，你們就不得再見我的面。|zh
2694|44|23|23|But you said to your servants, If your youngest brother does not come with you, you will not see my face again.|en
2695|44|24|24|我們上到你僕人─我們父親那裡，就把我主的話告訴了他。|zh
2696|44|24|24|And when we went back to your servant, our father, we gave him an account of my lord's words.|en
2697|44|25|25|我們的父親說：你們再去給我糴些糧來。|zh
2698|44|25|25|And our father said, Go again and get us a little food.|en
2699|44|26|26|我們就說：我們不能下去。我們的小兄弟若和我們同往，我們就可以下去。因為，小兄弟若不與我們同往，我們必不得見那人的面。|zh
2700|44|26|26|And we said, Only if our youngest brother goes with us will we go down; for we may not see the man's face again if our youngest brother is not with us.|en
2701|44|27|27|你僕人─我父親對我們說：你們知道我的妻子給我生了兩個兒子。|zh
2702|44|27|27|And our father said to us, You have knowledge that my wife gave me two sons;|en
2703|44|28|28|一個離開我出去了；我說他必是被撕碎了，直到如今我也沒有見他。|zh
2704|44|28|28|The one went away from me, and I said, Truly he has come to a violent death; and from that time I have not seen him,|en
2705|44|29|29|現在你們又要把這個帶去離開我，倘若他遭害，那便是你們使我白髮蒼蒼、悲悲慘慘地下陰間去了。|zh
2706|44|29|29|If now you take this one from me, and some evil comes to him, you will make my grey head go down in sorrow to the underworld.|en
2707|44|30|30|我父親的命與這童子的命相連。如今我回到你僕人─我父親那裡，若沒有童子與我們同在，|zh
2708|44|30|30|If then I go back to your servant, my father, without the boy, because his life and the boy's life are one,|en
2709|44|31|31|我們的父親見沒有童子，他就必死。這便是我們使你僕人─我們的父親白髮蒼蒼、悲悲慘慘地下陰間去了。|zh
2710|44|31|31|When he sees that the boy is not with us, he will come to his death, and our father's grey head will go down in sorrow to the underworld.|en
2711|44|32|32|因為僕人曾向我父親為這童子作保，說：我若不帶他回來交給父親，我便在父親面前永遠擔罪。|zh
2712|44|32|32|For I made myself responsible for the boy to my father, saying, If I do not give him safely back to you, let mine be the sin for ever.|en
2713|44|33|33|現在求你容僕人住下，替這童子作我主的奴僕，叫童子和他哥哥們一同上去。|zh
2714|44|33|33|So now let me be my lord's servant here in place of the boy, and let him go back with his brothers.|en
2715|44|34|34|若童子不和我同去，我怎能上去見我父親呢？恐怕我看見災禍臨到我父親身上。|zh
2716|44|34|34|For how may I go back to my father without the boy, and see the evil which will come on my father?|en
2717|45|1|1|約瑟在左右站著的人面前情不自禁，吩咐一聲說：人都要離開我出去！約瑟和弟兄相認的時候並沒有一人站在他面前。|zh
2718|45|1|1|Then Joseph, unable to keep back his feelings before those who were with him, gave orders for everyone to be sent away, and no one was present when he made clear to his brothers who he was.|en
2719|45|2|2|他就放聲大哭，埃及人和法老家中的人都聽見了。|zh
2720|45|2|2|And so loud was his weeping, that it came to the ears of the Egyptians and all Pharaoh's house.|en
2721|45|3|3|約瑟對他弟兄們說：我是約瑟。我的父親還在麼？他弟兄不能回答，因為在他面前都驚惶。|zh
2722|45|3|3|And Joseph said to his brothers, I am Joseph: is my father still living? But his brothers were not able to give him an answer for they were troubled before him.|en
2723|45|4|4|約瑟又對他弟兄們說：請你們近前來。他們就近前來。他說：我是你們的兄弟約瑟，就是你們所賣到埃及的。|zh
2724|45|4|4|Then Joseph said to his brothers, Come near to me. And they came near, And he said, I am Joseph your brother, whom you sent into Egypt.|en
2725|45|5|5|現在，不要因為把我賣到這裡自憂自恨。這是神差我在你們以先來，為要保全生命。|zh
2726|45|5|5|Now do not be troubled or angry with yourselves for sending me away, because God sent me before you to be the saviour of your lives.|en
2727|45|6|6|現在這地的饑荒已經二年了，還有五年不能耕種，不能收成。|zh
2728|45|6|6|For these two years have been years of need, and there are still five more years to come in which there will be no ploughing or cutting of grain.|en
2729|45|7|7|神差我在你們以先來，為要給你們存留餘種在世上，又要大施拯救，保全你們的生命。|zh
2730|45|7|7|God sent me before you to keep you and yours living on earth so that you might become a great nation.|en
2731|45|8|8|這樣看來，差我到這裡來的不是你們，乃是神。他又使我如法老的父，作他全家的主，並埃及全地的宰相。|zh
2732|45|8|8|So now it was not you who sent me here, but God: and he has made me as a father to Pharaoh, and lord of all his house, and ruler over all the land of Egypt.|en
2733|45|9|9|你們要趕緊上到我父親那裡。對他說：你兒子約瑟這樣說：神使我作全埃及的主，請你下到我這裡來，不要耽延。|zh
2734|45|9|9|Now go quickly to my father, and say to him, Your son Joseph says, God has made me ruler over all the land of Egypt: come down to me straight away:|en
2735|45|10|10|你和你我兒子孫子，連牛群羊群，並一切所有的，都可以住在歌珊地，與我相近。|zh
2736|45|10|10|The land of Goshen will be your living-place, and you will be near me; you and your children and your children's children, and your flocks and herds and all you have:|en
2737|45|11|11|我要在那裡奉養你；因為還有五年的饑荒，免得你和你的眷屬，並一切所有的，都敗落了。|zh
2738|45|11|11|And there I will take care of you, so that you and your family may not be in need, for there are still five bad years to come.|en
2739|45|12|12|況且你們的眼和我兄弟便雅憫的眼都看見是我親口對你們說話。|zh
2740|45|12|12|Now truly, your eyes see, and the eyes of my brother Benjamin see, that it is my mouth which says these things to you.|en
